Mod:Item:MetaData, Localized Name
actuallyadditions:block_oil_generator, Oil Generator
actuallyadditions:block_fermenting_barrel, Fermenting Barrel
actuallyadditions:block_rice, Rice Plant
actuallyadditions:block_canola, Canola Plant
actuallyadditions:block_flax, Flax Plant
actuallyadditions:block_coffee, Coffee Plant
actuallyadditions:block_compost, Compost
actuallyadditions:block_misc:0, Pillar of Black Quartz
actuallyadditions:block_misc:1, Chiseled Block of Black Quartz
actuallyadditions:block_misc:2, Block of Black Quartz
actuallyadditions:block_misc:3, Black Quartz Ore
actuallyadditions:block_misc:4, Wood Casing
actuallyadditions:block_misc:5, Block of Charcoal
actuallyadditions:block_misc:6, Block of Enderpearl
actuallyadditions:block_misc:7, Casing
actuallyadditions:block_misc:8, Ender Casing
actuallyadditions:block_misc:9, Aluminium Casing
actuallyadditions:block_feeder, Automatic Feeder
actuallyadditions:block_giant_chest, Small Storage Crate
actuallyadditions:block_giant_chest_medium, Medium Storage Crate
actuallyadditions:block_giant_chest_large, Large Storage Crate
actuallyadditions:block_grinder, Crusher
actuallyadditions:block_grinder_double, Double Crusher
actuallyadditions:block_furnace_double, Powered Furnace
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, Advanced ESD
actuallyadditions:block_fishing_net, Fishing Net
actuallyadditions:block_furnace_solar, Solar Panel
actuallyadditions:block_heat_collector, Heat Collector
actuallyadditions:block_item_repairer, Item Repairer
actuallyadditions:block_greenhouse_glass, Greenhouse Glass
actuallyadditions:block_breaker, Auto-Breaker
actuallyadditions:block_placer, Auto-Placer
actuallyadditions:block_dropper, Automatic Precision Dropper
actuallyadditions:block_fluid_placer, Fluid Placer
actuallyadditions:block_fluid_collector, Fluid Collector
actuallyadditions:block_coffee_machine, Coffee Maker
actuallyadditions:block_phantom_booster, Phantom Booster
actuallyadditions:block_wild:0, Wild Canola
actuallyadditions:block_wild:1, Wild Flax
actuallyadditions:block_wild:2, Wild Rice
actuallyadditions:block_wild:3, Wild Coffee
actuallyadditions:block_quartz_wall, Black Quartz Wall
actuallyadditions:block_chiseled_quartz_wall, Chiseled Black Quartz Wall
actuallyadditions:block_pillar_quartz_wall, Black Quartz Pillar Wall
actuallyadditions:block_quartz_stair, Black Quartz Stairs
actuallyadditions:block_chiseled_quartz_stair, Chiseled Black Quartz Stairs
actuallyadditions:block_pillar_quartz_stair, Black Quartz Pillar Stairs
actuallyadditions:block_quartz_slab, Black Quartz Slab
actuallyadditions:block_chiseled_quartz_slab, Chiseled Black Quartz Slab
actuallyadditions:block_pillar_quartz_slab, Black Quartz Pillar Slab
actuallyadditions:item_crystal_shard:0, Red Crystal Shard
actuallyadditions:item_crystal_shard:1, Blue Crystal Shard
actuallyadditions:item_crystal_shard:2, Light Blue Crystal Shard
actuallyadditions:item_crystal_shard:3, Black Crystal Shard
actuallyadditions:item_crystal_shard:4, Green Crystal Shard
actuallyadditions:item_crystal_shard:5, White Crystal Shard
actuallyadditions:item_engineer_goggles_advanced, Engineer's Infrared Goggles
actuallyadditions:item_engineer_goggles, Engineer's Goggles
actuallyadditions:item_laser_upgrade_range, Laser Relay Modifier: Range
actuallyadditions:item_laser_upgrade_invisibility, Laser Relay Modifier: Invisibility
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_bag, Traveler's Sack
actuallyadditions:item_void_bag, Void Sack
actuallyadditions:item_worm, Worm
actuallyadditions:item_player_probe, Player Probe
actuallyadditions:item_filter, Item Filter
actuallyadditions:item_water_bowl, Bowl of Water
actuallyadditions:item_spawner_changer, Spawner Changer
actuallyadditions:item_misc:0, Paper Cone
actuallyadditions:item_misc:1, Bio-Mash
actuallyadditions:item_misc:2, Knife Blade
actuallyadditions:item_misc:3, Knife Handle
actuallyadditions:item_misc:4, Dough
actuallyadditions:item_misc:5, Black Quartz
actuallyadditions:item_misc:6, Ring
actuallyadditions:item_misc:7, Basic Coil
actuallyadditions:item_misc:8, Advanced Coil
actuallyadditions:item_misc:9, Rice Dough
actuallyadditions:item_misc:10, Tiny Coal
actuallyadditions:item_misc:11, Tiny Charcoal
actuallyadditions:item_misc:12, Rice Slimeball
actuallyadditions:item_misc:13, Canola
actuallyadditions:item_misc:14, Empty Cup
actuallyadditions:item_misc:15, Bat's Wing
actuallyadditions:item_misc:16, Drill Core
actuallyadditions:item_misc:17, Black Dye
actuallyadditions:item_misc:18, Lens
actuallyadditions:item_misc:19, Ender Star
actuallyadditions:item_misc:20, Spawner Shards
actuallyadditions:item_misc:21, Biomass
actuallyadditions:item_misc:22, Bio Coal
actuallyadditions:item_misc:23, Crystallized Canola Seed
actuallyadditions:item_misc:24, Empowered Canola Seed
actuallyadditions:item_crate_keeper, Storage Crate Keeper
actuallyadditions:item_color_lens, Lens of Color
actuallyadditions:item_explosion_lens, Lens of Detonation
actuallyadditions:item_damage_lens, Lens of Certain Death
actuallyadditions:item_more_damage_lens, Lens of the Killer
actuallyadditions:item_disenchanting_lens, Lens of Disenchanting
actuallyadditions:item_mining_lens, Lens of the Miner
actuallyadditions:item_crystal:0, Restonia Crystal
actuallyadditions:item_crystal:1, Palis Crystal
actuallyadditions:item_crystal:2, Diamatine Crystal
actuallyadditions:item_crystal:3, Void Crystal
actuallyadditions:item_crystal:4, Emeradic Crystal
actuallyadditions:item_crystal:5, Enori Crystal
actuallyadditions:item_crystal_empowered:0, Empowered Restonia Crystal
actuallyadditions:item_crystal_empowered:1, Empowered Palis Crystal
actuallyadditions:item_crystal_empowered:2, Empowered Diamatine Crystal
actuallyadditions:item_crystal_empowered:3, Empowered Void Crystal
actuallyadditions:item_crystal_empowered:4, Empowered Emeradic Crystal
actuallyadditions:item_crystal_empowered:5, Empowered Enori Crystal
actuallyadditions:item_laser_wrench, Laser Wrench
actuallyadditions:item_chest_to_crate_upgrade, Chest To Storage Crate Upgrade
actuallyadditions:item_small_to_medium_crate_upgrade, Small To Medium Storage Crate Upgrade
actuallyadditions:item_medium_to_large_crate_upgrade, Medium To Large Storage Crate Upgrade
actuallyadditions:item_booklet, Actually Additions Manual
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_growth_ring:0, Ring of Growth
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_suction_ring:0, Ring of Magnetizing
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_water_removal_ring:0, Ring of Liquid Banning
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_tele_staff:0, Teleport Staff
actuallyadditions:item_wings_of_the_bats, Wings Of The Bats
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:0, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:1, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:2, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:3, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:4, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:5, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:6, Drill
actuallyadditions:item_drill:7, Drill
actuallyadditions:item_drill:7, Drill
actuallyadditions:item_drill:8, Drill
actuallyadditions:item_drill:8, Drill
actuallyadditions:item_drill:9, Drill
actuallyadditions:item_drill:9, Drill
actuallyadditions:item_drill:10, Drill
actuallyadditions:item_drill:10, Drill
actuallyadditions:item_drill:11, Drill
actuallyadditions:item_drill:11, Drill
actuallyadditions:item_drill:12, Drill
actuallyadditions:item_drill:12, Drill
actuallyadditions:item_drill:13, Drill
actuallyadditions:item_drill:13, Drill
actuallyadditions:item_drill:14, Drill
actuallyadditions:item_drill:14, Drill
actuallyadditions:item_drill:15, Drill
actuallyadditions:item_drill:15, Drill
actuallyadditions:item_battery:0, Single Battery
actuallyadditions:item_battery:0, Single Battery
actuallyadditions:item_battery_double:0, Double Battery
actuallyadditions:item_battery_double:0, Double Battery
actuallyadditions:item_battery_triple:0, Triple Battery
actuallyadditions:item_battery_triple:0, Triple Battery
actuallyadditions:item_battery_quadruple:0, Quadruple Battery
actuallyadditions:item_battery_quadruple:0, Quadruple Battery
actuallyadditions:item_battery_quintuple:0, Quintuple Battery
actuallyadditions:item_battery_quintuple:0, Quintuple Battery
actuallyadditions:item_drill_upgrade_speed, Drill Speed Augment I
actuallyadditions:item_drill_upgrade_speed_ii, Drill Speed Augment II
actuallyadditions:item_drill_upgrade_speed_iii, Drill Speed Augment III
actuallyadditions:item_drill_upgrade_silk_touch, Drill Silk Touch Augment
actuallyadditions:item_drill_upgrade_fortune, Drill Fortune Augment I
actuallyadditions:item_drill_upgrade_fortune_ii, Drill Fortune Augment II (Gives Fortune III!)
actuallyadditions:item_drill_upgrade_three_by_three, Drill Mining Augment I
actuallyadditions:item_drill_upgrade_five_by_five, Drill Mining Augment II
actuallyadditions:item_drill_upgrade_block_placing, Drill Block Placing Augment
actuallyadditions:item_fertilizer, Fertilizer
actuallyadditions:item_coffee, Cup with Coffee
actuallyadditions:item_phantom_connector, Phantom Connector
actuallyadditions:item_resonant_rice, Resonant Rice
actuallyadditions:item_food:0, Cheese
actuallyadditions:item_food:1, Pumpkin Stew
actuallyadditions:item_food:2, Carrot Juice
actuallyadditions:item_food:3, Fish 'N' Chips
actuallyadditions:item_food:4, French Fries
actuallyadditions:item_food:5, French Fry
actuallyadditions:item_food:6, Spaghetti
actuallyadditions:item_food:7, Noodle
actuallyadditions:item_food:8, Chocolate Cake
actuallyadditions:item_food:9, Chocolate
actuallyadditions:item_food:10, Toast
actuallyadditions:item_food:11, Submarine Sandwich
actuallyadditions:item_food:12, Big Cookie
actuallyadditions:item_food:13, Hamburger
actuallyadditions:item_food:14, Pizza
actuallyadditions:item_food:15, Baguette
actuallyadditions:item_food:16, Rice
actuallyadditions:item_food:17, Rice Bread
actuallyadditions:item_food:18, Doughnut
actuallyadditions:item_food:19, Toast o' Chocolate
actuallyadditions:item_food:20, Bacon
actuallyadditions:item_jam:0, CuBaRa-Jam
actuallyadditions:item_jam:1, GraKiBa-Jam
actuallyadditions:item_jam:2, PlApLe-Jam
actuallyadditions:item_jam:3, ChApCi-Jam
actuallyadditions:item_jam:4, HoMeKi-Jam
actuallyadditions:item_jam:5, PiCo-Jam
actuallyadditions:item_jam:6, HoMeCo-Jam
actuallyadditions:item_knife, Knife
actuallyadditions:item_crafter_on_a_stick, Crafting Table On A Stick
actuallyadditions:item_dust:0, Crushed Iron
actuallyadditions:item_dust:1, Crushed Gold
actuallyadditions:item_dust:2, Crushed Diamond
actuallyadditions:item_dust:3, Crushed Emerald
actuallyadditions:item_dust:4, Crushed Lapis
actuallyadditions:item_dust:5, Crushed Quartz
actuallyadditions:item_dust:6, Crushed Coal
actuallyadditions:item_dust:7, Crushed Black Quartz
actuallyadditions:item_solidified_experience, Solidified Experience
actuallyadditions:item_leaf_blower, Leaf Blower
actuallyadditions:item_leaf_blower_advanced, Advanced Leaf Blower
actuallyadditions:item_potion_ring:0, Ring of Speed
actuallyadditions:item_potion_ring:0, Ring of Speed
actuallyadditions:item_potion_ring:1, Ring of Haste
actuallyadditions:item_potion_ring:1, Ring of Haste
actuallyadditions:item_potion_ring:2, Ring of Strength
actuallyadditions:item_potion_ring:2, Ring of Strength
actuallyadditions:item_potion_ring:3, Ring of Jump Boost
actuallyadditions:item_potion_ring:3, Ring of Jump Boost
actuallyadditions:item_potion_ring:4, Ring of Regeneration
actuallyadditions:item_potion_ring:4, Ring of Regeneration
actuallyadditions:item_potion_ring:5, Ring of Resistance
actuallyadditions:item_potion_ring:5, Ring of Resistance
actuallyadditions:item_potion_ring:6, Ring of Fire Resistance
actuallyadditions:item_potion_ring:6, Ring of Fire Resistance
actuallyadditions:item_potion_ring:7, Ring of Water Breathing
actuallyadditions:item_potion_ring:7, Ring of Water Breathing
actuallyadditions:item_potion_ring:8, Ring of Invisibility
actuallyadditions:item_potion_ring:8, Ring of Invisibility
actuallyadditions:item_potion_ring:9, Ring of Night Vision
actuallyadditions:item_potion_ring:9, Ring of Night Vision
actuallyadditions:item_potion_ring_advanced:0, Advanced Ring of Speed
actuallyadditions:item_potion_ring_advanced:0, Advanced Ring of Speed
actuallyadditions:item_potion_ring_advanced:1, Advanced Ring of Haste
actuallyadditions:item_potion_ring_advanced:1, Advanced Ring of Haste
actuallyadditions:item_potion_ring_advanced:2, Advanced Ring of Strength
actuallyadditions:item_potion_ring_advanced:2, Advanced Ring of Strength
actuallyadditions:item_potion_ring_advanced:3, Advanced Ring of Jump Boost
actuallyadditions:item_potion_ring_advanced:3, Advanced Ring of Jump Boost
actuallyadditions:item_potion_ring_advanced:4, Advanced Ring of Regeneration
actuallyadditions:item_potion_ring_advanced:4, Advanced Ring of Regeneration
actuallyadditions:item_potion_ring_advanced:5, Advanced Ring of Resistance
actuallyadditions:item_potion_ring_advanced:5, Advanced Ring of Resistance
actuallyadditions:item_potion_ring_advanced:6, Advanced Ring of Fire Resistance
actuallyadditions:item_potion_ring_advanced:6, Advanced Ring of Fire Resistance
actuallyadditions:item_potion_ring_advanced:7, Advanced Ring of Water Breathing
actuallyadditions:item_potion_ring_advanced:7, Advanced Ring of Water Breathing
actuallyadditions:item_potion_ring_advanced:8, Advanced Ring of Invisibility
actuallyadditions:item_potion_ring_advanced:8, Advanced Ring of Invisibility
actuallyadditions:item_potion_ring_advanced:9, Advanced Ring of Night Vision
actuallyadditions:item_potion_ring_advanced:9, Advanced Ring of Night Vision
actuallyadditions:item_hairy_ball, Ball of Fur
actuallyadditions:item_coffee_beans, Coffee Beans
actuallyadditions:item_rice_seed, Rice Seeds
actuallyadditions:item_canola_seed, Canola Seeds
actuallyadditions:item_flax_seed, Flax Seeds
actuallyadditions:item_coffee_seed, Coffee Seeds
architecturecraft:sawblade, Circular Saw Blade
architecturecraft:largepulley, Large Pulley
architecturecraft:chisel, Architect's Chisel
architecturecraft:hammer, Architect's Hammer
architecturecraft:sawbench, Architect's Sawbench
base:wrench, Wrench
betterbuilderswands:wandstone, Stone Wand
betterbuilderswands:wandiron, Iron Wand
betterbuilderswands:wanddiamond:0, Diamond Wand
betterbuilderswands:wandunbreakable:0, Unbreakable Wand
bountiful:bounty, Bounty
bountiful:bountyboarditem, Bounty Board
contenttweaker:tiersixship, Enderium Plated Micro Miner [Tier Six]
contenttweaker:densehydrogen, Dense Hydrogen
contenttweaker:lapisarmorplate, Heavy Lapis Plate
contenttweaker:stabilizedberkelium, Stabilized Berkelium
contenttweaker:hotdraconiumingot, Hot Draconium Ingot
contenttweaker:unpreparedspaceleggings, Unprepared Space Leggings
contenttweaker:solidifiedfluorine, Solidified Fluorine
contenttweaker:t1guidance, Basic Micro Miner Guidance System
contenttweaker:block_dust, Dust Block
contenttweaker:knightslimeingot, Knightslime Ingot
contenttweaker:stabilizedcalifornium, Stabilized Californium
contenttweaker:quantumprocessorarray, Quantum Processor Array
contenttweaker:unpreparedspaceboots, Unprepared Space Boots
contenttweaker:solidifiedhelium, Solidified Helium
contenttweaker:omnicoin25, Omniquarter [25]
contenttweaker:t2laser, Reinforced Mining Laser
contenttweaker:combinationcircuit, Primitive Processor
contenttweaker:unpreparedspacehelmet, Unprepared Space Helmet
contenttweaker:stellarcreationdata, Stellar Creation Data
contenttweaker:tiertwoship, Titanium Plated Micro Miner [Tier Two]
contenttweaker:solidifiedneon, Solidified Neon
contenttweaker:witherrealmdata, Wither Realm Data
contenttweaker:tiernineship, Eternium Plated Micro Sun Eater [Tier Nine]
contenttweaker:cloth, Cloth
contenttweaker:tiersevenship, Draconium Plated Micro Dragon Hunter [Tier Seven]
contenttweaker:stonewidget, Stone Widget
contenttweaker:universecreationdata, Universe Creation Data
contenttweaker:t1laser, Basic Mining Laser
contenttweaker:compressedoctadiccapacitor, Compressed Octadic Capacitor
contenttweaker:woodwidgetleft, Wooden Widget Part (Left Side)
contenttweaker:tiertenship, Neutronium Plated Micro Universe Harvester [Tier Ten]
contenttweaker:gemsensor, Gemstone Sensor
contenttweaker:universalnavigator, Universal Navigator
contenttweaker:ultimate_gem, Ultimate Gem
contenttweaker:grainsofinnocence, Grains Of Innocence
contenttweaker:doublecompressedoctadiccapacitor, Double Compressed Octadic Capacitor
contenttweaker:electronicprocessorarray, Electronic Processor Array
contenttweaker:quantumprocessor, Quantum Processor
contenttweaker:tierfiveship, Iridium Plated Micro Miner [Tier Five]
contenttweaker:refinedprocessorarray, Refined Processor Array
contenttweaker:denseoilshale, Dense Oilsands Ore
contenttweaker:ultimate_generator, Ultimate Generator
contenttweaker:smallgearextrudershape, Extruder Shape (Small Gear)
contenttweaker:t2guidance, Advanced Microminer Guidance System
contenttweaker:crystalmatrixplating,  Crystal Matrix Heavy Plating
contenttweaker:impossiblerealmdata, Impossible Realm Data
contenttweaker:crystalprocessormainframe, Crystal Processor Mainframe
contenttweaker:carbonarmorplate, Heavy Carbon Plate
contenttweaker:exoticmaterialscatalyst, Exotic Materials Catalyst
contenttweaker:unpreparedspacechestpiece, Unprepared Space Chestpiece
contenttweaker:eternalcatalyst, Eternal Catalyst
contenttweaker:woodwidgetright, Wooden Widget Part (Right Side)
contenttweaker:tieroneship, Steel Plated Micro Miner [Tier One]
contenttweaker:blazepowder, Blaze Powder
contenttweaker:excitationcoil, Excitation Coil
contenttweaker:enderiumplating,  Enderium Heavy Plating
contenttweaker:microprocessormainframe, Microprocessor Mainframe
contenttweaker:tungstencarbideplating,  Tungsten Carbide Heavy Plating
contenttweaker:quantumflux, Quantum Flux
contenttweaker:signalumplating,  Signalum Heavy Plating
contenttweaker:tiereightship, Crystal Matrix Plated Micro Leviathan Slayer [Tier Eight]
contenttweaker:solidifiedoxygen, Solidified Oxygen
contenttweaker:solidifiedargon, Solidified Argon
contenttweaker:radiationlayer, Radiation Layer
contenttweaker:woodenwidget, Wooden Widget
contenttweaker:neutroniumplating,  Neutronium Heavy Plating
contenttweaker:enderwidget, Ender Widget
contenttweaker:solidifiedhydrogen, Solidified Hydrogen
contenttweaker:quantumfluxedeterniumplating,  Quantum Fluxed Eternium Heavy Plating
contenttweaker:stonewidgetup, Stone Widget Part (Up Side)
contenttweaker:redstonearmorplate, Heavy Redstone Plate
contenttweaker:netherstareast, Nether Star Tip East
contenttweaker:netherstarsouth, Nether Star Tip South
contenttweaker:draconicstemcells, Draconic Stem Cells
contenttweaker:deuteriumrover, Deuterium Rover
contenttweaker:stabilizedeinsteinium, Stabilized Einsteinium
contenttweaker:radiumsalt, Radium Salt
contenttweaker:pulsatingwire, Pulsating Iron Wire
contenttweaker:microcircuit, Microcircuit
contenttweaker:omnicoin5, Omninickel [5]
contenttweaker:electronicprocessor, Electronic Processor
contenttweaker:sentientgear, Sentient Gear Core
contenttweaker:thermalcloth, Thermal Cloth
contenttweaker:solidifiedkrypton, Solidified Krypton
contenttweaker:stabilizedcurium, Stabilized Curium
contenttweaker:solidifiedradon, Solidified Radon
contenttweaker:lairoftheclockworkkingdata, Lair Of The Clockwork King Data
contenttweaker:microprocessorarray, Microprocessor Array
contenttweaker:omnicoin100, Omnidollar [100]
contenttweaker:steelplating,  Steel Heavy Plating
contenttweaker:solidifiednitrogen, Solidified Nitrogen
contenttweaker:nanoprocessorarray, Nanoprocessor Array
contenttweaker:helium3rover, Helium-3 Rover
contenttweaker:refinedprocessormainframe, Refined Processor Mainframe
contenttweaker:refinedcircuit, Refined Circuit
contenttweaker:stonewidgetdown, Stone Widget Part (Down Side)
contenttweaker:endstonedust, Endstone Dust
contenttweaker:netherstarwest, Nether Star Tip West
contenttweaker:solidifiedchlorine, Solidified Chlorine
contenttweaker:stabilizedamericium, Stabilized Americium
contenttweaker:tierfourship, Signalum Plated Micro Miner [Tier Four]
contenttweaker:iridiumalloyplating,  Iridium Heavy Plating
contenttweaker:titaniumplating,  Titanium Heavy Plating
contenttweaker:solidifiedxenon, Solidified Xenon
contenttweaker:lairofthechaosguardiandata, Lair Of The Chaos Guardian Data
contenttweaker:alloywidget, Alloy Widget
contenttweaker:omnicoin, Omnipenny [1]
